path_id,point_index,x,y
29,6,528.10,840.11
29,7,526.97,842.88
29,8,527.00,845.88
29,9,527.07,848.88
29,10,527.31,851.87
29,11,527.45,848.88
29,12,527.69,851.87
29,13,527.83,848.87
29,14,528.08,851.86
29,15,525.56,850.22
29,16,525.70,847.22
29,17,525.95,850.21
29,18,526.09,847.22
29,19,526.33,850.21
29,20,526.47,847.21
29,21,526.71,850.20
29,22,526.85,847.20
29,23,527.09,850.19
29,24,527.23,847.20
29,25,527.48,850.19
29,26,527.62,847.19
29,27,527.86,850.18
29,28,528.00,847.18
29,29,528.24,850.17
29,30,525.73,848.53
30,0,105.18,836.29
30,1,104.08,833.50
30,2,103.08,830.67
30,3,102.01,827.87
30,4,100.87,825.09
30,5,99.93,822.24
30,6,98.91,819.42
30,7,98.05,816.55
30,8,97.10,813.70
30,9,96.07,810.89
30,10,94.91,808.12
30,11,93.97,805.27
30,12,92.88,802.47
30,13,92.14,799.57
30,14,91.20,796.72
30,15,89.97,793.98
30,16,89.62,791.00
30,17,88.76,788.13
30,18,87.28,790.74
30,19,86.41,787.86
30,20,89.17,789.05
30,21,88.31,786.17
30,22,86.83,788.78
30,23,89.58,789.97
30,24,88.72,787.09
30,25,87.24,789.70
30,26,86.38,786.83
30,27,89.14,788.01
30,28,87.66,790.62
30,29,86.79,787.75
30,30,89.55,788.93
31,0,75.03,916.19
31,1,77.95,916.91
31,2,80.86,917.62
31,3,83.77,918.37
31,4,86.69,919.02
31,5,89.61,919.71
31,6,92.53,920.42
31,7,95.43,921.17
31,8,98.36,921.82
31,9,101.29,922.49
31,10,104.20,923.20
31,11,107.10,923.95
31,12,110.00,924.74
31,13,112.92,925.41
31,14,115.84,926.12
31,15,118.74,926.87
31,16,121.63,927.68
31,17,124.56,928.32
31,18,127.48,929.02
31,19,130.38,929.79
31,20,133.26,930.64
31,21,136.20,931.24
31,22,139.12,931.92
31,23,142.01,932.71
31,24,144.86,933.66
31,25,147.82,934.11
31,26,150.76,934.72
31,27,153.60,935.68
31,28,155.86,937.65
31,29,158.29,935.89
31,30,156.60,938.37
32,0,480.13,471.19
32,1,477.64,472.87
32,2,475.21,474.63
32,3,472.75,476.35
32,4,470.36,478.15
32,5,467.94,479.93
32,6,465.61,481.81
32,7,463.16,483.55
32,8,460.68,485.23
32,9,458.29,487.05
32,10,455.86,488.81
32,11,453.57,490.74
32,12,451.09,492.44
32,13,448.55,494.03
32,14,446.17,495.85
32,15,443.71,497.57
32,16,441.58,499.69
32,17,438.98,501.18
32,18,436.08,501.94
32,19,433.91,504.02
32,20,436.00,501.87
32,21,433.83,503.94
32,22,436.41,505.47
32,23,434.86,502.90
32,24,437.45,504.42
32,25,435.90,501.85
32,26,433.73,503.93
32,27,436.31,505.45
32,28,434.76,502.89
32,29,437.34,504.41
32,30,435.80,501.84
33,0,84.48,274.66
33,1,81.70,273.52
33,2,78.95,272.32
33,3,76.16,271.22
33,4,73.40,270.04
33,5,70.68,268.78
33,6,67.91,267.63
33,7,65.18,266.39
33,8,62.39,265.29
33,9,59.64,264.08
33,10,56.96,262.73
33,11,54.20,261.55
33,12,51.44,260.38
33,13,48.58,259.47
33,14,45.79,258.38
33,15,43.11,257.03
33,16,40.24,256.17
33,17,37.57,254.79
33,18,35.29,256.74
33,19,37.33,254.54
33,20,35.06,256.50
33,21,37.10,254.30
33,22,34.82,256.25
33,23,36.86,254.05
33,24,34.58,256.00
33,25,36.62,253.80
33,26,34.34,255.75
33,27,36.38,253.55
33,28,34.10,255.51
33,29,36.14,253.31
33,30,33.87,255.26
34,0,363.79,932.29
